15375,8,99
15403,7,126
15425,4,60
15439,2,56
15562,1,175
15599,6,76
15660,0,104
15691,7,87
15709,4,83
15730,8,104
16084,4,174
16205,0,44
16207,3,272
16245,7,15
16292,8,12
16303,4,18
16456,1,141
16541,5,187
16560,2,120
16578,7,132
16631,6,31
16641,4,97
16813,0,69
16947,1,240
16967,7,188
16986,4,144
17001,8,150
17017,9,126
17194,7,26
17208,4,21
17283,1,85
17296,8,44
17377,0,63
17421,7,26
17436,4,27
17702,8,155
17714,2,153
17746,6,114
17763,4,126
17784,1,148
17917,0,39
17946,7,64
17967,8,14
17984,4,20
18180,1,145
18204,7,57
18215,4,30
18375,3,167
18387,8,169
18421,7,16
18440,4,24
18480,0,62
18620,1,189
18641,7,19
18654,8,16
18667,4,26
18837,5,155
18852,2,137
18890,6,143
18919,7,77
18937,4,69
19052,1,181
19066,8,161
19131,0,150
19157,9,139
19175,7,55
19194,4,56
19437,1,134
19457,8,140
19484,7,108
19500,4,105
19817,0,69
19832,1,144
19837,4,136
19847,8,139
19869,2,16
19944,6,53
19952,5,114
19976,7,75
20060,4,22
20212,1,129
20224,8,126
20247,7,70
20273,4,12
20351,0,33
20517,3,141
20545,7,97
20642,1,179
20658,4,184
20675,8,200
20768,7,22
20914,0,62
20925,4,66
20944,2,74
21074,1,181
21098,8,172
21186,4,60
21205,9,47
21492,7,121
21509,4,122
21553,1,148
21564,0,149
21724,7,31
21741,4,31
21891,1,87
21945,7,20
21957,4,15
21968,2,23
22032,8,15
22112,0,47
22287,1,145
22318,7,172
22435,5,278
22473,6,316
22498,8,215
22659,3,141
22682,7,163
22846,0,233
22864,4,189
22876,8,127
22914,7,31
23024,2,20
23205,4,140
23217,8,90
23239,9,33
23351,1,148
23399,0,52
23416,7,28
23427,4,21
23578,5,142
23596,8,128
23648,6,174
23767,1,165
23797,7,180
23819,4,191
23864,8,17
23964,0,64
24022,7,24
24151,1,133
24186,2,161
24188,4,154
24248,7,25
24406,4,17
24579,7,130
24626,0,161
24710,5,131
24714,1,153
24721,4,114
24753,6,104
24807,7,27
24830,8,25
24904,3,244
24980,4,22
25311,1,164
25372,0,245
25392,2,205
25408,9,168
25534,7,21
25662,1,100
25682,4,99
25705,8,122
25878,5,167
25906,7,171
25955,6,201
25990,0,117
26008,4,125
26082,1,169
26099,8,143
26122,7,15
26229,4,20
26494,1,161
26505,2,112
26517,4,87
26569,0,78
26596,7,40
26617,8,12
26733,4,15
26860,1,115
26876,7,79
26893,8,25
27221,3,316
27275,0,205
27385,8,241
27435,9,26
27447,4,24
27496,7,17
27523,2,17
27736,1,123
27778,4,130
27871,0,72
27979,7,17
27992,4,13
28189,6,127
28266,1,154
28269,7,42
28278,4,85
28421,0,49
28443,8,52
28491,7,21
28505,4,26
28644,1,127
28663,2,139
28714,7,22
28731,8,37
28746,4,40
29018,1,123
29036,7,121
29121,4,174
29189,0,184
29238,6,48
29241,5,100
29265,7,28
29391,1,122
29408,4,86
29455,9,19
29490,3,268
29491,7,25
29621,4,12
29761,1,119
29776,2,112
29794,8,110
29850,0,160
29880,7,188
29900,4,78
30094,1,82
30106,8,61
30137,7,56
30178,4,59
30287,6,48
30439,5,197
30464,7,126
30639,0,288
30684,7,19
30786,2,9
30863,4,21
30960,1,113
30986,7,101
30998,8,107
31103,4,22
31201,0,61
31231,7,44
31337,1,126
31351,8,102
31381,6,93
31400,4,96
31457,7,25
31590,5,150
31604,9,148
31811,3,320
31913,0,211
31930,2,143
32054,4,13
32083,7,23
32212,1,122
32234,8,130
32275,4,20
32301,7,17
32419,6,37
32460,0,46
32555,1,92
32572,4,96
32585,8,100
32605,7,103
32707,5,116
32801,4,22
32912,1,106
32941,7,135
32965,8,129
32984,2,53
33021,0,60
33036,4,34
33162,7,20
33274,1,111
33288,8,72
33307,4,70
33389,7,26
33464,6,44
33524,4,16
33559,0,37
33638,1,113
33654,8,115
33678,7,88
33696,9,91
33890,4,165
34090,3,278
34180,2,192
34247,0,187
34265,4,174
34312,7,20
34470,1,79
34512,4,46
34536,7,23
34728,4,15
34829,1,108
34848,7,111
34872,8,126
34930,0,182
35067,5,190
35088,4,159
35104,7,55
35250,1,170
35271,8,148
35291,2,110
35333,4,25
35475,0,44
35543,6,47
35715,8,193
35734,4,200
35756,9,59
35841,1,191
35915,7,23
35950,4,15
36032,0,56
36460,3,369
36478,8,237
36490,2,198
36513,7,77
36592,0,59
36635,6,91
36681,4,18
36787,1,75
36896,4,14
37141,1,103
37162,8,92
37229,0,136
37241,4,144
37363,5,126
37419,7,142
37532,1,140
37547,8,134
37558,4,116
37574,2,83
37640,7,20
37686,6,50
37763,0,33
37786,9,29
37799,4,40
37902,1,119
37917,8,119
37934,7,93
38013,4,13
38154,7,19
38236,1,83
38276,4,62
38321,0,57
38376,7,21
38516,5,152
38776,3,315
38794,2,219
38827,6,140
38875,0,53
38991,4,13
39012,7,16
39119,1,90
39133,8,103
39209,4,17
39241,7,28
39496,1,126
39563,0,187
39582,8,198
39604,4,194
39621,7,179
39715,5,198
39842,1,95
39868,9,81
39879,2,84
39892,4,87
39911,7,89
39964,6,136
39983,8,150
40108,0,44
40223,1,130
40234,4,141
40453,4,18
40484,7,16
40632,1,158
40650,8,133
40693,0,84
40713,4,59
40737,7,52
41054,3,277
41102,2,195
41178,6,213
41191,8,35
41244,0,50
41353,4,17
41377,7,37
41532,1,147
41550,8,108
41612,4,22
41636,7,58
41935,0,69
41955,1,172
41973,4,145
41980,7,143
41987,9,118
42075,5,168
42079,8,15
42119,2,16
42195,4,21
42225,6,46
42400,1,194
42430,8,95
42446,4,50
42505,0,69
42529,7,70
42668,4,21
42806,1,155
42819,8,138
42849,7,119
42912,4,22
43046,0,40
43073,7,23
43344,3,289
43535,2,415
43599,0,52
43687,1,91
43704,8,107
43734,4,17
43755,7,18
43946,4,11
44075,1,137
44098,8,143
44127,7,171
44148,9,160
44194,0,94
44206,4,59
44456,1,130
44508,4,101
44551,6,36
44676,5,160
44690,2,154
44707,7,17
44758,0,63
44894,1,187
44930,8,191
44954,7,46
45122,4,11
45225,1,80
45256,7,101
45329,0,70
45352,4,29
45517,3,172
45538,7,81
45681,1,205
45734,8,174
45799,6,240
45929,5,252
45946,2,255
45981,0,151
46092,1,160
46115,8,130
46129,4,128
46179,7,31
46202,9,53
46348,4,18
46455,1,112
46472,8,106
46498,7,118
46532,0,50
46563,4,14
46722,7,23
46833,1,127
46850,8,127
46869,4,105
46905,6,105
46950,7,27
47111,5,181
47132,2,185
47201,0,168
47217,4,147
47323,1,239
47346,8,245
47432,4,14
47686,3,168
47709,7,156
47848,8,251
47945,7,35
47978,0,217
48065,4,15
48200,1,124
48237,2,104
48255,9,52
48281,4,15
48447,7,21
48550,1,99
48571,8,95
48657,0,162
48676,4,194
48695,7,47
48887,1,86
48911,8,89
48928,4,51
48946,7,50
48985,6,66
49146,4,17
49250,1,112
49270,7,123
49334,0,176
49356,8,194
49464,5,238
49475,2,237
49493,4,146
49525,7,54
49646,1,145
49667,8,60
49840,3,153
49853,4,159
49872,7,146
49910,0,75
49996,1,99
50019,8,101
50105,4,46
50333,1,86
50386,7,109
50407,4,101
50455,0,44
50585,5,120
50604,2,128
50713,1,129
50730,7,143
50745,4,137
50758,8,146
50960,7,29
51014,4,37
51073,0,117
51229,8,220
51268,6,190
51294,7,133
51305,4,90
51596,1,130
51620,8,140
51639,7,144
51652,4,146
51713,0,139
51893,2,288
52099,3,258
52119,7,37
52144,8,12
52265,0,51
52301,6,32
52322,4,20
52352,7,32
52433,1,82
52449,9,87
52559,4,22
52584,7,31
52783,1,99
52796,8,71
52818,4,58
52885,0,119
52904,7,119
52996,5,113
53015,2,121
53036,4,17
53146,1,112
53158,8,111
53190,7,85
53256,4,19
53343,6,41
53448,0,62
53479,7,88
53578,1,181
53591,8,182
53603,4,146
53824,4,20
53939,1,110
54016,0,67
54173,5,176
54188,2,172
54206,4,181
54395,3,295
54454,8,239
54490,6,146
54504,4,97
54579,9,82
54646,0,129
54663,7,66
54827,1,135
54842,4,137
54863,8,158
54886,7,22
55063,4,20
55174,1,96
55192,7,105
55258,0,111
55281,2,90
55299,4,35
55415,7,22
55518,1,93
55540,8,72
55583,6,92
55601,4,101
55641,7,25
55810,0,51
55934,1,165
55948,8,157
56009,4,169
56193,7,22
56325,1,140
56342,8,143
56361,4,151
56509,5,291
56520,2,238
56583,0,272
56825,3,429
56847,9,267
56924,7,128
57041,4,14
57211,1,133
57272,0,188
57300,7,175
57324,8,169
57343,4,101
57600,1,138
57629,7,128
57760,5,250
57773,2,252
57789,8,214
57825,0,52
57855,7,25
57991,1,140
58041,6,135
58054,4,79
58068,8,28
58099,7,43
58321,1,79
58333,4,78
58358,7,58
58378,8,59
58425,0,99
58544,4,10
58584,7,25
58688,1,116
58711,8,82
58762,4,17
58950,2,176
59111,3,285
59176,0,250
59266,6,224
59355,7,168
59478,4,22
59611,1,170
59627,8,163
59648,7,92
59736,0,59
59751,4,72
59864,7,15
59985,1,123
60024,2,73
60044,4,92
60094,7,29
60320,1,84
60381,0,144
60432,4,159
60435,6,168
60679,1,108
60695,7,91
60707,4,74
60726,8,72
60931,0,49
60948,7,52
60963,4,55
61082,1,152
61258,5,247
61277,2,252
61434,3,322
61522,1,189
61540,8,179
61583,0,151
61639,6,203
61665,7,29
61681,4,44
61874,1,101
61893,8,102
61911,7,45
61927,4,45
62150,0,66
62173,7,61
62276,1,151
62295,4,167
62313,8,169
62421,5,162
62436,2,158
62455,7,81
62508,4,12
62637,1,110
62651,8,87
62707,6,67
62743,0,92
62771,7,115
62783,4,74
63107,7,97
63129,4,145
63154,9,43
63175,1,148
63283,0,39
63299,8,13
63355,4,25
63582,5,160
63836,3,401
63849,2,412
63907,6,199
63957,0,173
64043,1,115
64073,7,22
64085,4,32
64120,8,18
64304,7,30
64315,4,29
64457,1,163
64476,8,105
64516,0,58
64544,7,39
64557,4,41
64893,1,185
64914,7,169
64925,4,167
64937,2,87
64986,6,78
65017,8,16
65157,0,70
65174,7,59
65200,4,71
65347,1,203
65368,9,213
65382,8,114
65412,7,37
65428,4,27
65738,1,140
65766,7,153
65784,4,155
65802,8,169
65971,0,214
66009,2,54
66029,7,62
66051,4,66
66079,6,92
66105,3,268
66145,8,77
66255,7,25
66267,4,15
66331,1,239
66418,8,22
66485,7,29
66496,4,28
66540,0,68
66718,1,136
66737,8,68
66766,7,80
66777,4,80
66984,5,112
67001,7,34
67159,1,181
67171,4,193
67173,2,163
67223,0,182
67225,7,23
67395,9,26
67414,4,42
67436,8,36
67579,1,169
67600,7,174
67631,4,16
67709,8,22
67772,0,48
67831,7,30
67925,1,95
67939,4,107
67976,8,16
68079,5,94
68095,7,63
68337,3,231
68387,6,237
68403,2,229
68576,0,249
68593,4,51
68678,7,25
68786,1,108
68824,4,30
68902,7,23
69046,4,21
69193,1,156
69217,8,155
69253,0,176
69387,5,307
69405,4,158
69451,6,63
69465,9,69
69480,2,76
69567,1,123
69583,8,115
69615,7,26
69631,4,25
69819,0,65
69840,7,24
69942,1,124
69955,4,123
69967,8,133
70067,7,26
70176,4,20
70346,1,148
70366,7,98
70403,0,83
70418,4,41
70508,5,120
70546,3,208
70550,6,98
70565,2,84
70590,7,23
70748,1,151
70761,4,142
70816,7,25
70887,8,21
70937,0,33
70975,4,13
71114,1,115
71131,7,114
71158,8,20
71197,4,21
71352,7,20
71507,1,142
71524,4,126
71542,8,133
71678,0,174
71720,7,158
71731,2,165
71745,4,20
71761,5,252
71804,8,11
71937,7,16
71959,4,13
72070,8,15
72082,1,148
72182,4,22
72243,0,64
72338,8,17
72452,1,119
72472,7,101
72487,4,104
72749,3,202
72796,7,123
72807,4,119
72901,1,198
72913,2,181
72956,0,212
73012,7,15
73075,4,27
73248,1,96
73271,7,58
73286,4,10
73298,8,13
73510,0,53
73537,7,65
73549,4,62
73655,1,156
73677,8,128
73701,9,89
73769,7,31
73791,4,41
73903,5,128
73937,6,162
74011,1,105
74021,2,107
74038,8,110
74060,7,90
74078,4,86
74138,0,127
74291,7,30
74397,1,135
74432,4,141
74508,7,16
74644,4,11
74693,0,54
74800,1,152
74820,8,150
74838,7,129
75072,3,322
75197,5,293
75239,6,301
75249,2,227
75316,8,245
75369,0,175
75400,4,118
75482,7,31
75643,1,90
75687,4,86
75714,7,31
75731,9,29
75930,0,60
75944,4,56
76020,1,126
76044,7,129
76060,8,141
76161,4,16
76312,5,114
76357,6,117
76386,7,141
76398,2,148
76481,1,210
76497,8,186
76518,4,156
76585,0,154
76609,7,22
76731,4,12
76843,1,111
76946,4,14
77084,7,15
77329,3,256
77384,0,298
77418,7,133
77582,5,269
77634,6,276
77651,2,252
77710,4,86
77756,1,120
77903,7,29
77947,0,62
77961,4,50
77985,8,61
78112,1,105
78136,7,32
78180,4,18
78259,8,23
78359,7,22
78492,1,129
78553,4,134
78564,0,116
78579,7,19
78736,5,153
78782,6,147
78796,2,144
78938,1,195
78951,4,197
78966,8,201
79107,0,42
79166,4,14
79203,7,21
79341,1,152
79362,8,145
79543,3,213
79555,4,188
79586,7,182
79716,1,124
79782,0,174
79796,8,183
79940,5,203
80004,2,207
80145,1,178
80161,8,114
80183,4,25
80208,7,19
80333,0,50
80401,4,17
80569,8,157
80612,4,10
80771,7,21
80843,1,154
80854,4,22
80862,8,42
80901,0,67
81036,5,95
81080,2,75
81099,4,44
81193,1,99
81213,8,100
81300,7,30
81320,4,20
81463,0,61
81583,1,139
81606,8,142
81638,7,137
81660,4,139
81804,3,260
81968,1,134
81991,7,152
82012,8,155
82028,4,167
82089,0,125
82108,9,122
82204,5,167
82242,6,172
82254,2,173
82277,7,85
82382,1,163
82396,4,167
82415,8,152
82495,7,17
82626,0,36
82692,4,52
82775,1,142
82798,8,132
82816,7,120
82906,4,13
83034,7,17
83123,1,97
83163,4,56
83226,0,99
83353,5,148
83372,7,137
83429,6,186
83442,2,187
83464,4,100
83572,1,198
83593,8,194
83616,7,43
83681,4,16
83770,0,43
84026,3,221
84129,9,20
84250,7,22
84317,0,46
84332,4,35
84406,1,81
84425,8,79
84532,5,178
84573,6,143
84610,4,77
84628,2,151
84773,1,116
84788,8,112
84818,7,24
84840,4,29
84877,0,59
85039,7,20
85143,1,119
85163,8,124
85175,4,134
85258,7,18
85392,4,16
85452,0,74
85557,1,163
85573,8,159
85589,7,130
85701,5,168
85755,6,181
85777,4,184
85795,2,166
85816,7,26
85934,1,126
85950,8,126
86042,4,64
86129,0,69
86144,9,14
86278,3,251
86281,1,96
86290,8,89
86302,7,80
86306,4,63
86520,7,17
86537,4,30
86685,1,153
86708,8,167
86765,0,135
86918,5,216
86973,6,217
86993,2,197
87169,7,46
87180,4,40
87202,1,206
87313,0,47
87399,7,29
87410,4,29
87430,8,38
87655,4,22
87703,8,22
87798,1,148
87867,0,53
87887,4,31
88063,5,144
88082,8,128
88138,6,164
88154,2,160
88183,7,149
88257,1,208
88270,4,182
88289,9,144
88534,3,255
88557,8,224
88605,0,237
88624,4,153
88707,1,199
88830,7,23
88845,8,37
88867,4,42
89056,1,98
89110,4,42
89131,8,35
89272,0,95
89324,6,185
89344,2,189
89372,7,82
89546,1,214
89559,8,177
89599,7,26
89765,4,17
89830,0,57
89955,1,158
89976,7,176
89998,8,188
90013,4,47
90247,5,157
90269,7,92
90392,1,186
90407,4,193
90430,8,181
90457,9,167
90497,6,172
90555,0,224
90572,2,227
90599,7,129
90776,3,241
90796,4,188
90913,8,232
91009,4,12
91181,0,69
91264,1,119
91289,7,142
91312,8,148
91329,4,119
91487,5,239
91516,7,26
91561,6,63
91662,1,147
91677,4,147
91697,8,134
91710,2,137
91761,0,79
91782,7,65
91897,4,19
92028,1,115
92042,8,94
92065,7,82
92118,4,20
92297,0,35
92317,7,51
92445,1,166
92466,8,173
92488,4,169
92506,9,48
92629,5,141
92659,7,141
92687,6,125
92699,4,10
92821,1,125
92871,2,131
92935,0,137
92963,7,103
92980,4,80
93071,3,294
93157,1,85
93174,8,82
93195,7,31
93237,4,37
93417,7,21
93504,1,96
93519,8,94
93576,0,140
93598,4,160
93639,7,21
93798,5,168
93837,6,149
93969,1,214
93991,8,221
94019,7,179
94029,2,157
94120,0,43
94219,4,18
94388,8,146
94430,4,10
94473,1,148
94522,9,15
94589,7,21
94671,0,50
94690,4,59
94853,1,129
94880,7,90
95028,5,229
95067,6,229
95079,4,188
95099,8,133
95111,2,81
95423,0,251
95443,4,163
95608,7,24
95655,8,21
95706,3,312
95723,4,79
95780,1,144
95832,7,23
95917,8,11
95961,0,37
95982,4,58
96136,5,107
96215,1,184
96263,6,195
96281,2,169
96296,8,128
96314,4,131
96465,7,30
96516,0,54
96652,1,186
96667,4,152
96683,9,160
96880,4,12
97017,1,114
97042,7,133
97056,8,97
97259,0,109
97274,4,193
97425,5,288
97506,6,238
97535,2,253
97553,8,246
97565,4,90
97670,7,25
97845,3,138
97885,0,125
97900,4,134
98003,1,233
98025,8,221
98052,7,181
98113,4,12
98279,7,26
98358,1,104
98374,8,98
98394,4,80
98440,0,54
98546,5,120
98573,7,93
98614,6,107
98627,2,91
98648,4,53
98761,1,152
98812,7,38
98865,4,16
99009,0,68
99136,1,124
99162,7,149
99176,8,139
99196,4,130
99379,7,16
99483,1,96
99500,4,103
99518,8,91
99584,0,74
99669,5,122
99693,7,113
99722,6,107
99734,2,106
99754,4,53
99899,1,165
99913,8,144
1.0013e+05,3,281
1.0014e+05,4,186
1.0018e+05,0,100
1.0032e+05,1,173
1.0034e+05,8,171
1.0035e+05,7,22
1.0037e+05,4,32
1.0057e+05,7,22
1.0069e+05,1,113
1.007e+05,4,126
1.0072e+05,8,139
1.0107e+05,0,278
1.0112e+05,2,358
1.012e+05,9,365
1.0127e+05,8,250
1.0145e+05,4,22
1.0165e+05,8,107
1.017e+05,0,125
1.0171e+05,4,63
1.0182e+05,1,148
1.0183e+05,7,28
1.0194e+05,6,48
1.0252e+05,1,191
1.0258e+05,2,416
1.0299e+05,3,722
1.0312e+05,6,136
1.0338e+05,5,177
1.0343e+05,9,219
1.0349e+05,8,211
1.0361e+05,0,105
1.0362e+05,2,46
1.0371e+05,7,66
1.0374e+05,4,141
1.0375e+05,8,14
1.0395e+05,4,11
1.0404e+05,8,24
1.0414e+05,0,36
1.0416e+05,1,148
1.0418e+05,7,57
1.0419e+05,4,46
1.0431e+05,8,17
1.045e+05,5,126
1.0455e+05,4,159
1.0469e+05,8,127
1.0472e+05,2,89
1.0479e+05,0,148
1.0484e+05,7,90
1.0486e+05,4,105
1.0502e+05,1,111
1.052e+05,3,212
1.0521e+05,4,150
1.0537e+05,6,66
1.054e+05,7,152
1.0549e+05,1,214
1.0553e+05,0,239
1.0556e+05,4,152
1.0558e+05,9,154
1.0597e+05,5,248
1.0598e+05,2,255
1.06e+05,8,203
1.0623e+05,0,69
1.0625e+05,7,76
1.0626e+05,4,66
1.0638e+05,1,136
1.064e+05,8,144
1.0656e+05,6,86
1.0658e+05,7,136
1.0661e+05,4,147
1.0677e+05,1,143
1.0683e+05,0,102
1.0685e+05,4,39
1.0715e+05,2,169
1.0744e+05,3,237
1.0749e+05,0,159
1.0751e+05,7,170
1.0752e+05,8,132
1.0756e+05,4,67
1.0768e+05,1,152
1.0784e+05,6,178
1.0786e+05,9,277
1.0789e+05,7,183
1.0794e+05,4,149
1.0796e+05,8,187
1.0807e+05,1,147
1.0825e+05,0,152
1.0832e+05,7,188
1.0841e+05,5,275
1.0846e+05,2,284
1.0863e+05,7,86
1.0865e+05,4,32
1.088e+05,0,56
1.0895e+05,1,119
1.0897e+05,7,136
1.092e+05,7,24
1.093e+05,1,107
1.0932e+05,4,74
1.0941e+05,0,104
1.0944e+05,7,39
1.0977e+05,5,191
1.1001e+05,3,576
1.1005e+05,2,572
1.1013e+05,9,218
1.1027e+05,0,292
1.1037e+05,6,295
1.1042e+05,4,143
1.1045e+05,7,199
1.1063e+05,4,14
1.1082e+05,0,56
1.111e+05,2,27
1.1121e+05,7,15
1.1128e+05,4,25
1.115e+05,0,176
1.1152e+05,7,113
1.1158e+05,4,64
1.1159e+05,8,74
1.117e+05,1,148
1.1179e+05,4,14
1.1203e+05,1,80
1.1206e+05,7,101
1.1208e+05,4,88
1.1231e+05,0,307
1.1298e+05,3,567
1.1302e+05,2,904
1.1307e+05,9,913
1.1311e+05,6,657
1.1316e+05,0,348
1.1344e+05,4,166
1.1366e+05,4,21
1.1385e+05,0,72
1.1388e+05,8,205
1.1407e+05,1,199
1.1408e+05,2,66
1.143e+05,7,31
1.1434e+05,4,53
1.1461e+05,1,170
1.1481e+05,0,330
1.1514e+05,5,563
1.1583e+05,3,433
1.1588e+05,9,792
1.159e+05,2,809
1.1594e+05,6,767
1.1611e+05,8,20
1.1625e+05,5,114
1.1632e+05,4,169
1.1646e+05,8,106
1.1651e+05,0,76
1.1654e+05,7,50
1.1655e+05,4,30
1.1681e+05,1,122
1.1685e+05,4,104
1.1691e+05,2,16
1.1697e+05,6,31
1.1708e+05,0,66
1.171e+05,7,63
1.1712e+05,4,66
1.1727e+05,1,202
1.1728e+05,8,191
1.1745e+05,5,194
1.1748e+05,7,175
1.175e+05,4,177
1.1764e+05,1,118
1.177e+05,0,120
1.1772e+05,7,41
1.1773e+05,4,35
1.1799e+05,3,159
1.1817e+05,2,246
1.183e+05,8,22
1.1839e+05,4,19
1.1839e+05,0,69
1.1852e+05,1,135
1.1853e+05,5,86
1.1857e+05,8,20
1.186e+05,4,15
1.1894e+05,1,161
1.1896e+05,4,152
1.1903e+05,8,166
1.1915e+05,0,202
1.1918e+05,7,186
1.1921e+05,6,187
1.1924e+05,4,74
1.1926e+05,2,87
1.1934e+05,1,157
1.1936e+05,8,85
1.1946e+05,4,15
1.1967e+05,5,131
1.1978e+05,1,180
1.1998e+05,0,229
1.202e+05,3,202
1.2032e+05,4,122
1.2034e+05,2,85
1.2044e+05,7,30
1.2052e+05,0,43
1.2054e+05,8,51
1.2056e+05,4,33
1.2084e+05,5,176
1.2089e+05,4,107
1.2093e+05,8,124
1.2095e+05,7,40
1.2096e+05,1,179
1.2105e+05,0,33
1.211e+05,4,11
1.2117e+05,7,25
1.213e+05,1,96
1.2136e+05,6,122
1.2139e+05,2,51
1.2142e+05,4,81
1.2169e+05,0,69
1.2172e+05,1,160
1.2176e+05,4,95
1.2198e+05,4,16
1.2208e+05,1,109
1.2209e+05,8,84
1.2212e+05,7,64
1.2219e+05,4,18
1.2227e+05,0,69
1.2251e+05,3,316
1.2262e+05,6,210
1.2262e+05,1,177
1.2264e+05,7,90
1.2266e+05,2,246
1.2291e+05,0,69
1.2292e+05,4,96
1.2301e+05,7,109
1.2318e+05,5,322
1.2321e+05,4,81
1.2345e+05,0,39
1.235e+05,4,59
1.2352e+05,7,76
1.236e+05,1,169
1.2369e+05,2,26
1.2372e+05,4,16
1.2395e+05,1,100
1.2399e+05,4,56
1.2401e+05,8,12
1.2401e+05,0,61
1.2419e+05,7,20
1.2434e+05,5,165
1.2438e+05,4,179
1.2441e+05,9,142
1.2464e+05,0,69
1.248e+05,3,287
1.2484e+05,8,210
1.2502e+05,6,235
1.2507e+05,2,357
1.251e+05,4,87
1.2516e+05,7,81
1.2517e+05,8,84
1.2523e+05,0,91
1.2535e+05,4,22
1.2543e+05,1,115
1.2554e+05,5,190
1.2562e+05,8,163
1.2563e+05,4,87
1.2587e+05,0,141
1.2588e+05,4,49
1.259e+05,8,30
1.2598e+05,1,148
1.2609e+05,2,25
1.2614e+05,4,31
1.2617e+05,8,21
1.2631e+05,1,84
1.2634e+05,7,59
1.2636e+05,4,25
1.265e+05,8,42
1.265e+05,0,69
1.2674e+05,4,165
1.2685e+05,8,88
1.274e+05,3,316
1.2749e+05,0,464
1.2764e+05,6,461
1.2766e+05,2,561
1.2768e+05,7,86
1.2772e+05,4,108
1.2787e+05,5,162
1.2804e+05,7,137
1.281e+05,8,161
1.2818e+05,0,198
1.2835e+05,1,108
1.284e+05,4,79
1.2845e+05,9,13
1.2861e+05,7,28
1.2866e+05,4,35
1.2869e+05,6,51
1.2872e+05,2,58
1.2882e+05,0,106
1.2885e+05,7,38
1.2888e+05,4,19
1.2889e+05,1,183
1.2892e+05,8,31
1.2908e+05,7,28
1.291e+05,4,23
1.2933e+05,7,38
1.2935e+05,4,43
1.294e+05,0,83
1.2947e+05,1,148
1.2959e+05,4,36
1.2979e+05,6,57
1.2982e+05,3,276
1.2983e+05,2,111
1.2987e+05,7,106
1.2991e+05,4,108
1.2992e+05,1,201
1.2994e+05,8,129
1.3e+05,0,87
1.3022e+05,5,168
